"Quali sono i tre fattori classici di autenticazione e in quale categoria rientra la password?";"I tre fattori sono:<br>• <b>Qualcosa che sai</b> (knowledge) — es. password, PIN<br>• <b>Qualcosa che hai</b> (possession) — es. token, smart card<br>• <b>Qualcosa che sei</b> (inherence) — es. impronta digitale, riconoscimento facciale<br><br>La password rientra nel fattore <b>""qualcosa che sai""</b>.";password-based-auth
"Perché le password non vengono (non dovrebbero essere) memorizzate in chiaro su un server?";"Se un attaccante ottiene accesso al database (SQL injection, breach, insider threat), avrebbe immediatamente tutte le credenziali in chiaro.<br><br>Le password vanno memorizzate come <b>hash</b>: una rappresentazione irreversibile. In questo modo, anche in caso di compromissione del DB, l'attaccante non ha le password originali ma solo i digest, e deve investire risorse computazionali per tentare di risalire ad esse.";password-based-auth
"Descrivi il flusso tipico di verifica di una password, dall'inserimento dell'utente al confronto lato server.";"1. L'utente inserisce username e password<br>2. Il client invia le credenziali al server (su canale cifrato, es. TLS)<br>3. Il server recupera dal DB il <b>salt</b> e l'<b>hash memorizzato</b> associati a quell'utente<br>4. Il server calcola l'hash della password ricevuta usando lo stesso salt e lo stesso algoritmo<br>5. Il server confronta l'hash calcolato con quello memorizzato<br>6. Se coincidono → autenticazione riuscita; altrimenti → rifiutata<br><br>[IMAGE: diagramma di flusso che mostra i 6 passaggi dal client al server, con il DB che fornisce salt+hash]";password-based-auth
"Quali sono i principali limiti intrinseci dell'autenticazione basata solo su password?";"• <b>Fattore unico</b>: se compromessa, nessun altro livello di protezione<br>• <b>Riuso</b>: gli utenti tendono a riutilizzare la stessa password su più servizi<br>• <b>Debolezza nella scelta</b>: password prevedibili, brevi o basate su dati personali<br>• <b>Vulnerabilità a phishing</b>: può essere catturata tramite ingegneria sociale<br>• <b>Costo cognitivo</b>: gli utenti devono ricordare molte password, il che porta a scelte deboli o annotate";password-based-auth
"Che cos'è una funzione di hash crittografica e quali proprietà deve avere?";"Una funzione che mappa un input di lunghezza arbitraria in un output a lunghezza fissa (digest). Proprietà fondamentali:<br><br>• <b>Deterministica</b>: stesso input → stesso output<br>• <b>Resistenza alla preimmagine</b>: dato l'hash, è computazionalmente impraticabile risalire all'input<br>• <b>Resistenza alla seconda preimmagine</b>: dato un input, è impraticabile trovarne un altro con lo stesso hash<br>• <b>Resistenza alle collisioni</b>: è impraticabile trovare due input diversi con lo stesso hash<br>• <b>Effetto valanga</b>: una piccola variazione nell'input cambia radicalmente l'output";password-based-auth
"Perché per le password si preferiscono algoritmi lenti (es. bcrypt, scrypt, Argon2, PBKDF2) rispetto a hash veloci come SHA-256?";"Gli hash veloci (SHA-256, MD5) sono progettati per essere rapidi → un attaccante può calcolare <b>miliardi di hash al secondo</b>, rendendo il brute force molto efficiente.<br><br>Gli algoritmi lenti introducono un <b>costo computazionale deliberato</b> (CPU-bound e/o memory-hard) per ogni singolo tentativo, rallentando drasticamente gli attacchi offline.<br><br>Esempio: con SHA-256 un attaccante può testare ~10 miliardi di hash/s su GPU; con bcrypt (cost 12) solo poche migliaia/s.";password-based-auth
"Che cos'è il work factor (o cost factor) e come influisce sulla sicurezza?";"Il work factor è un <b>parametro configurabile</b> degli algoritmi di hashing lenti che determina il numero di iterazioni o la quantità di risorse (CPU/memoria) necessarie per calcolare un singolo hash.<br><br>• Più alto è il work factor → più lento è il calcolo → più costoso è ogni tentativo per l'attaccante<br>• Va <b>calibrato nel tempo</b>: man mano che l'hardware migliora, il work factor va aumentato per mantenere lo stesso livello di resistenza<br>• Esempio: in bcrypt il parametro ""cost"" raddoppia il lavoro per ogni incremento di 1 (cost 10 → 2¹⁰ = 1024 iterazioni, cost 12 → 4096 iterazioni)";password-based-auth
"Che ruolo ha il salt e come viene tipicamente generato e memorizzato?";"Il <b>salt</b> è una stringa casuale, unica per ogni utente, che viene concatenata alla password prima dell'hashing.<br><br><b>Scopo</b>: impedire che due utenti con la stessa password abbiano lo stesso hash, e rendere inutili le rainbow table precomputate.<br><br><b>Generazione</b>: tramite un CSPRNG (generatore crittograficamente sicuro), tipicamente 16-32 byte.<br><br><b>Memorizzazione</b>: salvato <b>in chiaro</b> nel DB accanto all'hash (non è un segreto: la sua sicurezza sta nell'unicità, non nella segretezza).<br><br>[IMAGE: schema che mostra password + salt → funzione di hash → digest, con il salt memorizzato in chiaro nel DB accanto all'hash]";password-based-auth
"Che cos'è il pepper e in che cosa si differenzia dal salt?";"Il <b>pepper</b> è un valore segreto aggiunto alla password prima dell'hashing, come il salt, ma con differenze chiave:<br><br>• <b>Salt</b>: unico per utente, memorizzato nel DB in chiaro<br>• <b>Pepper</b>: uguale per tutti gli utenti (o per gruppo), <b>non memorizzato nel DB</b> ma in un luogo separato (config, HSM, variabile d'ambiente)<br><br>Il pepper aggiunge protezione nel caso in cui il DB venga compromesso ma il file system o l'HSM no: l'attaccante ha gli hash e i salt, ma non il pepper, rendendo l'attacco offline molto più difficile.";password-based-auth
"Come funziona un attacco brute force e da quali fattori dipende la sua efficacia?";"L'attaccante prova <b>sistematicamente tutte le combinazioni possibili</b> di caratteri fino a trovare la password corretta.<br><br>L'efficacia dipende da:<br>• <b>Lunghezza della password</b>: il numero di combinazioni cresce esponenzialmente<br>• <b>Ampiezza dell'alfabeto</b>: lettere + numeri + simboli aumentano lo spazio di ricerca<br>• <b>Potenza di calcolo</b>: GPU e hardware specializzato (ASIC/FPGA) accelerano i tentativi<br>• <b>Algoritmo di hashing</b>: algoritmi lenti (bcrypt, Argon2) rallentano drasticamente ogni tentativo<br>• <b>Online vs offline</b>: attacchi online sono limitati dal rate limiting del server; offline dipendono solo dall'hardware";security
