"Che cos'è HTTP Basic Access Authentication e in quale RFC è definita?";"HTTP Basic Access Authentication è uno schema di autenticazione del protocollo HTTP in cui il client invia le credenziali (username e password) codificate in Base64 all'interno dell'header <b>Authorization</b> di ogni richiesta.<br><br>È lo schema di autenticazione HTTP più semplice: non richiede cookie, sessioni, né pagine di login.<br><br><b>RFC di riferimento</b>: definito originariamente in <b>RFC 2617</b> (1999), oggi sostituita da <b>RFC 7617</b> (2015), che fa parte del framework di autenticazione HTTP descritto in RFC 7235.";http-basic-auth
"In quale contesto del protocollo HTTP si colloca Basic Auth?";"Basic Auth opera a <b>livello applicativo</b> (layer 7 OSI), interamente tramite header HTTP standard:<br><br>• Il server sfida il client con l'header <b>WWW-Authenticate</b> e un codice <b>401 Unauthorized</b><br>• Il client risponde con l'header <b>Authorization</b> contenente le credenziali<br><br>Si tratta di un meccanismo <b>challenge-response</b> senza stato: il server non mantiene sessioni, e il client deve inviare le credenziali ad ogni richiesta (o il browser le ritrasmette automaticamente dopo il primo inserimento).";http-basic-auth
"Qual è la differenza tra autenticazione e autorizzazione nel contesto di HTTP Basic Auth?";"<b>Autenticazione</b> (authentication): verifica <i>chi sei</i> — Basic Auth si occupa solo di questo, trasmettendo username e password al server per la validazione dell'identità.<br><br><b>Autorizzazione</b> (authorization): determina <i>cosa puoi fare</i> — Basic Auth <b>non gestisce questo aspetto</b>. Dopo aver autenticato l'utente, è compito del server decidere a quali risorse ha accesso.<br><br>Nota: il codice HTTP <b>401 Unauthorized</b> riguarda in realtà l'autenticazione (credenziali mancanti/errate), mentre <b>403 Forbidden</b> riguarda l'autorizzazione (identità nota ma accesso negato).";http-basic-auth
"Descrivi il flusso completo di HTTP Basic Access Authentication, dal primo request alla risposta autenticata.";"<b>1.</b> Il client invia una richiesta HTTP a una risorsa protetta, <b>senza</b> header Authorization.<br><br><b>2.</b> Il server risponde con <b>401 Unauthorized</b> e include l'header:<br><code>WWW-Authenticate: Basic realm=""esempio""</code><br><br><b>3.</b> Il client (o il browser tramite popup) concatena username e password nel formato <b>username:password</b>, codifica la stringa in <b>Base64</b> e invia una nuova richiesta con l'header:<br><code>Authorization: Basic dXNlcjpwYXNz</code><br><br><b>4.</b> Il server decodifica Base64, estrae username e password, li valida (es. confronto con hash nel DB).<br><br><b>5.</b> Se validi → risponde con <b>200 OK</b> e la risorsa richiesta.<br>Se non validi → risponde con <b>401 Unauthorized</b> nuovamente.";http-basic-auth
"Che cos'è l'header WWW-Authenticate e quale ruolo ha nel flusso di HTTP Basic Auth?";"<b>WWW-Authenticate</b> è l'header HTTP inviato dal server nella risposta <b>401 Unauthorized</b> per indicare al client quale schema di autenticazione deve utilizzare.<br><br>Nel caso di Basic Auth, il formato è:<br><code>WWW-Authenticate: Basic realm=""nome_area""</code><br><br><b>Ruolo</b>:<br>• Rappresenta il <b>challenge</b> (la sfida) nel meccanismo challenge-response<br>• Comunica al client che è richiesta l'autenticazione Basic<br>• Il parametro <b>realm</b> identifica l'area protetta, aiutando il client a selezionare le credenziali corrette<br>• Senza questo header, il client non saprebbe quale schema utilizzare né quale area di protezione è coinvolta.";http-basic-auth
"Come viene costruito l'header Authorization in HTTP Basic Auth? Descrivi il formato esatto.";"L'header ha il formato:<br><code>Authorization: Basic &lt;credenziali_base64&gt;</code><br><br><b>Costruzione passo per passo</b>:<br>1. Si concatenano username e password con <b>:</b> come separatore → <code>username:password</code><br>2. La stringa risultante viene codificata in <b>Base64</b> → es. <code>mario:s3cret</code> diventa <code>bWFyaW86czNjcmV0</code><br>3. Il valore Base64 viene preceduto dalla parola chiave <b>Basic</b> (con spazio)<br><br><b>Esempio completo</b>:<br><code>Authorization: Basic bWFyaW86czNjcmV0</code><br><br>Nota: lo schema (""Basic"") è case-insensitive secondo la RFC, ma per convenzione si usa la maiuscola iniziale.";http-basic-auth
"Che cos'è il parametro realm in HTTP Basic Auth e a che cosa serve?";"Il <b>realm</b> è una stringa inclusa nell'header <code>WWW-Authenticate</code> che identifica lo <b>spazio di protezione</b> (protection space) di una risorsa.<br><br><b>Funzioni</b>:<br>• Permette al server di definire <b>aree protette distinte</b> sullo stesso host, ciascuna con credenziali diverse<br>• Aiuta il client/browser a <b>selezionare automaticamente</b> le credenziali corrette se ne ha memorizzate più di una per lo stesso server<br>• Fornisce all'utente un'indicazione testuale su <b>quale area</b> richiede l'autenticazione (il browser può mostrarlo nel popup di login)<br><br><b>Esempio</b>:<br><code>WWW-Authenticate: Basic realm=""Area Amministrazione""</code><br><br>Due risorse con realm diversi sullo stesso server richiedono credenziali indipendenti.";http-basic-auth
"Che cosa succede se il client invia credenziali errate o le omette su una risorsa protetta con Basic Auth?";"<b>Credenziali omesse</b>:<br>Il server risponde con <b>401 Unauthorized</b> + header <code>WWW-Authenticate: Basic realm=""...""</code>. Il browser mostra un popup di login all'utente.<br><br><b>Credenziali errate</b>:<br>Il server risponde nuovamente con <b>401 Unauthorized</b>. Il browser tipicamente ripresenta il popup di login. Dopo un certo numero di tentativi falliti (dipendente dal browser), il popup viene chiuso e il browser mostra il corpo della risposta 401.<br><br><b>Nota importante</b>: il protocollo HTTP Basic <b>non prevede</b> nativamente rate limiting o lockout — queste contromisure devono essere implementate lato server separatamente.";http-basic-auth
"Il browser memorizza le credenziali di HTTP Basic Auth? Se sì, per quanto tempo e con quale scope?";"Sì, i browser <b>memorizzano in cache</b> le credenziali Basic Auth e le ritrasmettono automaticamente nelle richieste successive.<br><br><b>Scope</b>: le credenziali sono associate alla combinazione di <b>origin</b> (schema + host + porta) e <b>realm</b>. Vengono inviate automaticamente per tutte le richieste verso URL che rientrano nello stesso protection space.<br><br><b>Durata</b>: la cache persiste per tutta la <b>durata della sessione del browser</b> (finché la finestra/tab non viene chiusa). Non esiste un header o meccanismo standard per invalidarla lato server.<br><br><b>Implicazione di sicurezza</b>: questo comportamento rende impossibile un vero logout — la chiusura del browser (o della sessione) è l'unico modo affidabile per cancellare le credenziali dalla cache.";http-basic-auth
"Come viene codificata la coppia username:password in Base64 in HTTP Basic Auth? Fai un esempio concreto.";"<b>Procedimento</b>:<br>1. Si forma la stringa <code>username:password</code> (separata da un singolo <b>:</b>)<br>2. Si converte ogni carattere nel suo valore byte (secondo il charset concordato, tipicamente UTF-8)<br>3. Si applica la codifica <b>Base64</b>: ogni gruppo di 3 byte viene mappato in 4 caratteri ASCII dall'alfabeto Base64 (A-Z, a-z, 0-9, +, /), con <b>=</b> come padding finale se necessario<br><br><b>Esempio</b>:<br>• Input: <code>alice:p@ssW0rd</code><br>• Byte UTF-8: <code>61 6C 69 63 65 3A 70 40 73 73 57 30 72 64</code><br>• Base64: <code>YWxpY2U6cEBzc1cwcmQ=</code><br>• Header risultante: <code>Authorization: Basic YWxpY2U6cEBzc1cwcmQ=</code>";http-basic-auth
